Locality,Longitude,Latitude,Unit,Plane Type,strike,dip,altitude (m)
5-16-19-12,104.181915,32.892173, Fault, Fault,175,88,2625.98373
5-16-19-12,104.18195,32.892214, Fault, Fault,181,73,2629.471035
5-16-19-12,104.181971,32.892228, Fault, Fault,181,65,2627.602321
5-16-19-12,104.181993,32.892252, Fault, Fault,193,78,2626.409512
5-16-19-12,104.181993,32.892252, Fault, Fault,182,65,2626.409512
5-16-19-12,104.182032,32.892291, Fault, Fault,206,65,2625.260176
5-16-19-12,104.182007,32.892288, Fault, Fault,156,86,2625.373349
5-16-19-12,104.181993,32.892295, Fault, Fault,197,60,2625.950686
5-16-19-12,104.181993,32.892295, Fault, Fault,191,69,2625.950686
5-16-19-12,104.182011,32.8923, Fault, Fault,158,67,2623.697305
5-16-19-12,104.182011,32.8923, Fault, Fault,164,70,2623.697305
5-16-19-12,104.182011,32.8923, Fault, Fault,160,80,2623.697305
5-16-19-12,104.181915,32.892269, D, Bedding,188,82,2625.02288
5-16-19-12,104.181975,32.892238, D, Bedding,196,77,2623.800828
5-16-19-12,104.182081,32.892322, D, Bedding,329,42,2620.987372
5-16-19-12,104.182062,32.892302, D, Bedding,314,42,2622.07626
5-16-19-11,104.173365,32.888952, D, Bedding,151,75,2577.875278
5-16-19-11,104.17337,32.888941, D, Bedding,154,69,2579.873032
5-16-19-11,104.173463,32.888866, Fault, Fault,145,70,2568.007074
5-16-19-11,104.173438,32.888862, D, Bedding,178,61,2565.346677
5-16-19-11,104.175071,32.888394, D, Bedding,167,82,2543.605074
5-16-19-11,104.175071,32.888394, D, Bedding,172,84,2543.605074
5-16-19-11,104.175091,32.888384, D, Bedding,160,86,2558.963955
5-16-19-1,104.179829,32.882493, D, Bedding,334,89,2494.714199
5-16-19-1,104.176868,32.880073, D, Bedding,321,19,2472.703074
5-16-19-1,104.176876,32.880075, D, Bedding,347,25,2472.330003
5-16-19-10,104.177391,32.876659, D, Bedding,333,52,2467.812344
5-16-19-10,104.177391,32.876659, D, Bedding,328,54,2467.812344
5-16-19-10,104.177099,32.873435, Fault, Fault,171,71,2458.781094
5-16-19-10,104.177123,32.873434, Fault, Fault,160,54,2461.36459
5-16-19-10,104.177056,32.87351, Fault, Fault,165,61,2458.567715
5-16-19-10,104.177063,32.873719, D, Bedding,319,23,2457.674648
5-16-19-10,104.177765,32.873281, Fault, Fault,119,76,2459.699795
5-16-19-10,104.177768,32.87327, Fault, Fault,112,71,2458.25375
